Age,SSec_Category,Gender,Hobby,Education_Duration,Housing,Profession,Loan Status,Working_Hours,Investment,Loan,Dependents,Marital_Status,Yearly_Breaks,Number_of_Siblings,Employer_Kind,City,Income,Answer,Country,Debt_Paid,Id
41.0,4,F,9,14.0,Apartment,11,Critical,52.0,20.0,2000.0,1,Single,0,3,MNC,38,199552.785,1,Canada,21404,47297
42.0,4,F,11,10.0,Apartment,6,EMI,42.0,7318.0,2000.0,1,Single,1,3,Self-employed,38,187169.21600000001,1,Canada,40223,47300
79.0,4,F,9,14.0,Bungalow,0,EMI,6.0,20.0,2000.0,1,Single,1,4,MNC,38,49262.39900000001,1,Canada,43047,47301
42.0,4,F,15,11.0,,2,EMI,42.0,20.0,2000.0,1,Single,1,2,Self-employed,38,206106.796,0,Canada,39320,47302
52.0,4,F,11,10.0,Apartment,3,EMI,42.0,7708.0,2000.0,1,,0,2,,38,156620.436,1,Canada,25630,47304
22.0,4,F,11,10.0,Apartment,5,EMI,42.0,20.0,2000.0,2,Separated,0,4,Self-employed,38,203899.592,0,Canada,36358,47305
29.0,4,M,11,10.0,Trailer,0,EMI,40.0,20.0,2000.0,4,Single,1,3,MNC,38,167744.716,0,Canada,37586,47307
18.0,4,F,15,11.0,Condo,10,EMI,35.0,20.0,2000.0,4,Separated,0,3,MNC,38,207050.90600000002,0,Canada,36222,47308
54.0,4,F,11,10.0,Condo,0,Not Applied,42.0,4084.0,2000.0,1,Single,1,3,MNC,38,98153.67199999999,0,Canada,30892,47310
44.0,4,M,7,13.0,Trailer,0,EMI,58.0,20.0,2000.0,6,Single,0,3,Self-employed,38,111807.269,0,Canada,25009,47311
23.0,4,F,15,11.0,Condo,11,EMI,,20.0,2000.0,4,,0,2,Self-employed,38,255463.96399999998,0,Canada,44249,47313
44.0,4,F,12,15.0,Bungalow,9,EMI,47.0,20.0,3887.0,1,Single,1,2,Self-employed,38,55914.015,1,Canada,40423,47316
30.0,4,F,15,11.0,Slum,4,Critical,52.0,20.0,2000.0,1,Single,0,3,MNC,38,35612.79,1,Canada,31537,47317
23.0,4,M,15,11.0,Apartment,9,EMI,39.0,20.0,3564.0,2,Separated,0,4,Self-employed,38,184349.90300000002,1,Canada,44227,47318
31.0,2,M,1,8.0,Slum,9,EMI,55.0,20.0,2000.0,5,Divorced with Children,1,4,Self-employed,38,136244.904,0,Canada,10525,47319
29.0,4,F,15,11.0,Bungalow,13,EMI,,20.0,2000.0,1,Single,1,2,,38,155628.598,0,Canada,33288,47320
64.0,4,F,0,7.0,,4,Paid,52.0,20.0,2000.0,1,Single,0,2,MNC,38,40271.918,0,Canada,25873,47321
24.0,4,F,15,11.0,,9,EMI,42.0,20.0,2000.0,4,,0,4,Self-employed,38,136051.12900000002,0,Canada,16878,47322
35.0,4,F,8,12.0,Apartment,0,EMI,42.0,20.0,2000.0,1,Single,0,3,MNC,38,170810.322,0,Canada,34502,47323
71.0,4,F,11,10.0,Trailer,10,EMI,32.0,20.0,2000.0,1,Single,1,3,Self-employed,38,109207.338,0,Canada,11984,47324
29.0,4,M,11,10.0,,12,EMI,42.0,2374.0,2000.0,2,Separated,1,4,MNC,38,328108.065,0,Canada,11701,47326
42.0,4,F,12,15.0,,3,Critical,,20.0,2000.0,2,Married,0,4,MNC,38,178677.34699999995,0,Canada,32941,47327
33.0,4,F,15,11.0,Condo,12,EMI,42.0,20.0,2000.0,1,Single,1,4,Self-employed,38,170442.505,1,Canada,46722,47329
51.0,4,M,9,14.0,Apartment,3,EMI,42.0,20.0,3741.0,2,,0,3,MNC,38,31049.097999999998,0,Canada,48708,47331
60.0,4,F,9,14.0,Trailer,3,Overdue,42.0,20.0,2000.0,1,Single,0,2,Self-employed,38,194751.01899999997,1,Canada,13683,47332
20.0,4,F,15,11.0,Condo,10,Applied,42.0,20.0,2000.0,1,Single,0,3,Self-employed,38,246901.30399999997,1,Canada,10699,47335
33.0,4,F,12,15.0,Condo,9,Overdue,47.0,20.0,2000.0,2,Separated,0,2,,38,112641.92300000001,0,Canada,45593,47336
59.0,4,M,9,14.0,Apartment,9,Applied,42.0,20.0,2000.0,2,Married,0,2,MNC,38,311649.036,0,Canada,41083,47337
31.0,4,F,11,10.0,,13,EMI,37.0,20.0,2000.0,1,Single,1,3,MNC,11,220085.378,0,Canada,32582,47338
27.0,2,M,7,13.0,Apartment,12,EMI,42.0,20.0,2000.0,6,Single,1,3,Self-employed,38,128830.15400000001,0,Canada,42236,47339
76.0,4,F,11,10.0,Bungalow,9,EMI,18.0,20.0,2000.0,1,,1,4,Self-employed,38,157566.428,0,Canada,43791,47340
19.0,4,M,11,10.0,Trailer,7,Critical,,20.0,2000.0,4,Separated,1,3,MNC,38,193819.66100000002,0,Canada,24970,47341
21.0,4,M,15,11.0,Bungalow,0,EMI,42.0,20.0,2000.0,2,Separated,0,3,MNC,38,127757.411,0,Canada,24356,47342
28.0,4,F,9,14.0,Condo,5,EMI,42.0,20.0,2000.0,1,Single,0,2,,38,180590.799,0,Canada,34355,47344
74.0,4,M,11,10.0,,0,EMI,42.0,20.0,2000.0,3,Separated,1,2,Self-employed,38,199798.605,0,Canada,12672,47345
34.0,2,M,1,8.0,Bungalow,7,Applied,,20.0,2000.0,5,Married,0,4,MNC,38,155975.158,0,Canada,46502,47348
36.0,4,M,9,14.0,Bungalow,12,EMI,26.0,20.0,2000.0,6,Single,0,4,MNC,38,66296.383,0,Canada,20197,47351
69.0,2,F,11,10.0,Apartment,9,EMI,42.0,20.0,3816.0,2,Divorced,1,2,,38,278228.31899999996,0,Canada,32295,47352
24.0,4,M,11,10.0,,0,EMI,42.0,20.0,2000.0,4,Separated,1,3,Self-employed,38,136669.785,0,Canada,18769,47354
50.0,4,M,0,7.0,Slum,6,EMI,,20.0,2000.0,5,Married,0,3,MNC,38,264857.245,0,Canada,44898,47355
48.0,4,M,4,4.0,Apartment,6,EMI,42.0,20.0,2000.0,5,Married,1,2,MNC,25,312978.19899999996,0,Canada,14336,47356
64.0,4,M,5,5.0,Trailer,6,EMI,42.0,20.0,2000.0,2,Divorced with Children,0,4,MNC,38,285186.723,0,Canada,13610,47357
40.0,4,F,8,12.0,Condo,3,Not Applied,42.0,20.0,2323.0,5,Married,1,4,MNC,38,120590.788,0,Canada,11191,47359
54.0,2,M,5,5.0,,7,Critical,60.0,20.0,2000.0,5,Separated,1,4,,38,208573.563,0,Canada,33965,47360
57.0,4,M,15,11.0,Condo,9,Applied,26.0,20.0,2000.0,6,Single,0,3,MNC,1,203597.985,0,Canada,44568,47361
47.0,4,M,11,10.0,Apartment,2,EMI,42.0,7708.0,2000.0,6,Single,0,2,Self-employed,38,184988.563,1,Canada,38677,47363
58.0,4,M,9,14.0,Condo,3,EMI,42.0,20.0,2000.0,2,Married,0,4,MNC,38,210495.282,1,Canada,34076,47364
44.0,4,M,11,10.0,Condo,0,EMI,42.0,20.0,2000.0,2,Married,1,4,MNC,38,51082.9,0,Canada,23059,47365
40.0,4,F,11,10.0,Apartment,10,Overdue,74.0,20.0,2000.0,1,Single,0,3,MNC,38,81411.244,1,Canada,36153,47366
42.0,4,M,11,10.0,Slum,0,EMI,45.0,20.0,2000.0,2,,0,3,MNC,38,192111.94100000002,0,Canada,32263,47367
28.0,4,F,15,11.0,Trailer,11,EMI,,20.0,2000.0,2,Married,0,3,MNC,38,202159.685,0,Canada,31172,47369
33.0,4,F,9,14.0,Trailer,11,EMI,52.0,20.0,2000.0,2,Divorced with Children,1,4,Self-employed,38,176784.949,1,Canada,19474,47370
15.0,4,M,1,8.0,Apartment,7,EMI,22.0,20.0,2000.0,3,Separated,0,2,MNC,38,153860.513,0,Canada,20697,47371
20.0,4,F,5,5.0,Bungalow,6,EMI,42.0,20.0,2000.0,1,Single,0,2,MNC,38,413954.67,0,Canada,30754,47372
33.0,4,F,15,11.0,Trailer,13,EMI,52.0,20.0,2000.0,1,Single,0,4,Self-employed,38,354949.576,0,Canada,31200,47375
47.0,4,F,5,5.0,Apartment,9,EMI,,4406.0,2000.0,1,,0,2,,38,110771.345,1,Canada,15814,47376
36.0,4,F,11,10.0,Trailer,4,EMI,50.0,20.0,2000.0,2,Separated,1,4,Self-employed,38,174104.44199999998,0,Canada,27690,47377
47.0,4,F,9,14.0,Condo,3,Not Applied,47.0,20.0,2000.0,1,Single,1,4,Self-employed,38,59515.513,1,Canada,24497,47378
57.0,4,F,6,6.0,Slum,2,EMI,52.0,20.0,2000.0,1,Single,1,2,MNC,38,212009.26100000003,0,Canada,23866,47381
16.0,4,F,11,10.0,Trailer,4,Paid,27.0,20.0,2000.0,4,Separated,1,3,Self-employed,38,184398.14800000002,0,Canada,11174,47382
37.0,4,M,12,15.0,Apartment,9,Applied,,20.0,2000.0,6,Single,0,3,Self-employed,38,191912.557,1,Canada,31508,47383
43.0,4,M,12,15.0,Apartment,12,EMI,38.0,20.0,2000.0,5,Divorced with Children,1,2,Self-employed,38,143185.897,0,Canada,47723,47386
32.0,4,F,14,16.0,Trailer,11,EMI,42.0,7708.0,2000.0,1,Single,1,2,MNC,38,191986.254,1,Canada,28999,47387
25.0,0,M,11,10.0,Condo,0,Applied,35.0,20.0,2000.0,2,Married,0,4,Self-employed,38,70174.589,0,Canada,31733,47388
18.0,1,F,15,11.0,Bungalow,13,EMI,,20.0,2000.0,4,Separated,1,2,Self-employed,38,75050.951,0,Canada,41476,47390
47.0,4,F,12,15.0,Slum,3,Critical,42.0,5198.0,2000.0,1,Single,0,4,MNC,38,342424.859,1,Canada,46894,47391
25.0,2,M,11,10.0,Bungalow,11,EMI,62.0,20.0,2000.0,5,,0,2,Self-employed,38,203433.69199999998,0,Canada,21806,47394
19.0,4,M,15,11.0,Bungalow,7,Overdue,37.0,20.0,2000.0,2,Separated,1,4,MNC,38,25789.21,0,Canada,42954,47395
38.0,4,F,9,14.0,,9,Not Applied,42.0,20.0,2000.0,1,Single,1,2,Self-employed,38,191980.62300000002,1,Canada,24161,47396
45.0,3,F,5,5.0,Apartment,13,EMI,,20.0,2000.0,2,Separated,1,4,MNC,32,196948.44199999998,0,Canada,28220,47397
41.0,4,F,11,10.0,Trailer,2,EMI,42.0,20.0,2000.0,1,Single,0,2,Self-employed,38,193100.806,1,Canada,46607,47399
34.0,4,F,11,10.0,Condo,2,Critical,42.0,20.0,2000.0,1,,1,2,Self-employed,38,413738.46,0,Canada,44611,47403
24.0,4,M,8,12.0,,0,EMI,42.0,20.0,3590.0,2,Separated,0,3,MNC,38,242554.86,0,Canada,10119,47405
29.0,4,F,8,12.0,Apartment,2,EMI,42.0,20.0,2000.0,2,Married,0,4,MNC,38,29636.347,0,Canada,13569,47406
17.0,4,M,15,11.0,Trailer,11,EMI,9.0,20.0,2000.0,4,Separated,0,2,Self-employed,38,235525.728,0,Canada,18706,47407
24.0,4,F,11,10.0,Condo,12,EMI,42.0,20.0,2000.0,3,Separated,0,2,,38,406569.091,0,Canada,39803,47408
38.0,4,F,15,11.0,,12,EMI,52.0,20.0,2000.0,2,Married,1,4,MNC,38,218104.532,0,Canada,48989,47409
31.0,4,F,6,6.0,Trailer,6,EMI,52.0,20.0,2000.0,1,,1,2,MNC,38,161847.705,0,Canada,39701,47412
57.0,2,M,11,10.0,Trailer,8,EMI,17.0,20.0,2000.0,6,Single,1,4,MNC,38,74233.055,0,Canada,35789,47413
52.0,4,F,15,11.0,Trailer,11,EMI,42.0,20.0,2000.0,1,Single,1,2,MNC,38,146778.80599999998,0,Canada,38622,47415
59.0,4,F,12,15.0,Bungalow,9,Overdue,32.0,20.0,2000.0,1,Single,0,2,MNC,38,35911.794,0,Canada,27307,47417
31.0,4,F,11,10.0,Condo,2,EMI,,20.0,2000.0,4,Separated,1,3,MNC,38,143801.464,0,Canada,20405,47418
34.0,4,F,9,14.0,Bungalow,10,Overdue,42.0,15044.0,2000.0,1,Single,0,4,MNC,10,20860.112,1,Canada,43123,47419
55.0,4,F,11,10.0,,6,EMI,42.0,4406.0,2000.0,1,Single,0,4,MNC,38,140745.93099999998,1,Canada,28051,47420
45.0,4,M,12,15.0,Slum,9,EMI,42.0,20.0,2000.0,5,Married,1,3,Self-employed,38,178926.657,1,Canada,11169,47422
21.0,4,M,15,11.0,Apartment,7,EMI,22.0,20.0,2000.0,2,Separated,0,4,Self-employed,38,177063.229,0,Canada,40767,47423
47.0,4,F,9,14.0,Trailer,3,EMI,,20.0,2000.0,2,Married,0,2,Self-employed,38,125116.19900000001,0,Canada,19538,47425
65.0,4,F,11,10.0,Trailer,9,EMI,4.0,20.0,2000.0,1,Single,0,2,MNC,38,223097.89899999998,1,Canada,22706,47426
31.0,4,F,11,10.0,Bungalow,0,Applied,48.0,20.0,2000.0,4,Separated,1,2,MNC,38,198541.675,0,Canada,16194,47429
43.0,4,F,9,14.0,Slum,9,Not Applied,42.0,20.0,2000.0,1,,1,4,Self-employed,38,362093.725,1,Canada,38975,47430
25.0,4,M,9,14.0,Trailer,10,Applied,34.0,20.0,2000.0,2,Separated,1,3,Self-employed,38,115876.121,0,Canada,37895,47431
25.0,4,F,7,13.0,Condo,10,Applied,,20.0,2000.0,4,Separated,0,2,,38,169542.55399999995,0,Canada,42552,47432
32.0,4,F,11,10.0,Slum,5,EMI,42.0,20.0,2000.0,2,Separated,0,2,Self-employed,38,115336.433,0,Canada,48882,47433
54.0,4,F,11,10.0,Bungalow,0,EMI,42.0,20.0,2000.0,1,Single,1,2,MNC,38,173059.23100000006,0,Canada,13685,47434
22.0,4,M,15,11.0,Slum,0,EMI,42.0,20.0,2000.0,6,Single,0,4,MNC,38,138531.458,0,Canada,43991,47435
57.0,4,F,9,14.0,Apartment,3,Critical,27.0,20.0,2000.0,1,Single,1,4,Self-employed,38,167297.631,0,Canada,36599,47437
31.0,2,F,15,11.0,Apartment,6,EMI,42.0,20.0,2000.0,2,Married,0,4,Self-employed,38,304726.167,0,Canada,27391,47438
47.0,4,F,11,10.0,Condo,12,Overdue,,20.0,2000.0,1,,1,2,Self-employed,38,248760.032,0,Canada,24779,47439
39.0,4,F,11,10.0,Condo,2,EMI,42.0,20.0,2000.0,2,Married,1,3,,38,26283.862999999998,0,Canada,33563,47440
32.0,4,F,11,10.0,Bungalow,7,EMI,42.0,20.0,2000.0,2,Separated,1,2,Self-employed,38,25496.456000000002,0,Canada,31060,47441
41.0,2,F,1,8.0,Apartment,7,EMI,42.0,20.0,2000.0,2,Separated,0,2,MNC,38,267730.63399999996,0,Canada,49303,47442
16.0,4,M,1,8.0,Bungalow,7,EMI,11.0,20.0,2000.0,4,Separated,0,3,MNC,38,153653.043,0,Canada,23471,47443
29.0,4,M,11,10.0,Slum,9,EMI,17.0,20.0,2000.0,4,Separated,1,4,Self-employed,38,162368.893,0,Canada,18934,47444
28.0,4,F,11,10.0,Bungalow,6,EMI,42.0,3962.0,2000.0,1,Single,0,4,Self-employed,38,115978.71699999999,0,Canada,24847,47445
27.0,4,F,11,10.0,Slum,13,EMI,,2655.0,2000.0,1,Single,1,4,Self-employed,38,122503.93800000001,0,Canada,12090,47446
48.0,4,F,11,10.0,Slum,4,EMI,50.0,20.0,2000.0,1,Single,1,2,Self-employed,38,40086.841,1,Canada,31395,47447
22.0,4,F,15,11.0,Slum,12,EMI,42.0,20.0,2000.0,1,,0,4,,38,98381.993,0,Canada,20073,47448
51.0,4,F,1,8.0,Condo,11,EMI,42.0,20.0,2000.0,1,Single,1,4,MNC,38,35336.068,0,Canada,26362,47449
50.0,4,F,11,10.0,Condo,2,EMI,42.0,20.0,2000.0,1,Single,1,3,MNC,38,310991.192,0,Canada,36847,47450
40.0,4,F,9,14.0,Bungalow,3,Not Applied,42.0,20.0,2000.0,1,Single,1,3,Self-employed,38,92050.82,1,Canada,31948,47451
34.0,4,F,9,14.0,,9,EMI,57.0,20.0,2000.0,1,Single,1,4,MNC,38,119170.103,1,Canada,26754,47452
32.0,2,F,11,10.0,Trailer,2,Paid,,20.0,2000.0,2,Married,1,2,Self-employed,38,511307.901,0,Canada,19057,47453
36.0,4,F,11,10.0,Bungalow,13,Not Applied,52.0,6869.0,2000.0,2,Separated,1,2,Self-employed,38,41456.44,0,Canada,14754,47454
29.0,4,F,11,10.0,Bungalow,2,Applied,74.0,20.0,2000.0,1,Single,1,4,,38,398962.294,0,Canada,17471,47456
32.0,4,F,11,10.0,Apartment,4,Critical,62.0,20.0,2000.0,1,,0,4,MNC,38,334765.377,0,Canada,26942,47457
47.0,4,M,9,14.0,Slum,3,EMI,42.0,20.0,2000.0,2,Married,0,3,MNC,38,218801.667,0,Canada,48876,47458
52.0,4,F,11,10.0,Slum,2,Critical,52.0,6869.0,2000.0,2,Engaged,1,3,MNC,38,229375.702,0,Canada,28519,47459
56.0,4,F,9,14.0,Slum,3,EMI,,7708.0,2000.0,1,Single,1,3,Self-employed,38,104807.92300000001,1,Canada,44423,47460
26.0,4,F,11,10.0,Trailer,6,EMI,42.0,20.0,2000.0,1,Single,0,3,Self-employed,38,204129.414,0,Canada,24486,47461
34.0,4,F,11,10.0,Trailer,2,EMI,52.0,20.0,2000.0,1,Single,1,2,Self-employed,38,184308.245,0,Canada,38662,47462
24.0,4,M,7,13.0,Slum,11,EMI,52.0,20.0,2000.0,6,Single,1,2,MNC,38,220840.137,1,Canada,15632,47463
31.0,4,F,11,10.0,Condo,5,EMI,42.0,20.0,2000.0,1,Single,1,3,,38,124626.823,0,Canada,17363,47464
49.0,2,M,11,10.0,Slum,7,EMI,42.0,20.0,2000.0,3,Single,1,3,Self-employed,22,204938.105,0,Canada,28088,47465
51.0,0,F,8,12.0,Apartment,3,Applied,50.0,20.0,2000.0,2,,0,3,Self-employed,38,27038.94100000001,0,Canada,38801,47466
31.0,4,F,8,12.0,Slum,11,EMI,,20.0,2000.0,4,Separated,0,4,MNC,38,558626.0279999999,0,Canada,47189,47467
43.0,4,F,9,14.0,Apartment,9,Not Applied,42.0,20.0,2000.0,1,Single,0,4,Self-employed,38,75274.135,1,Canada,47464,47468
25.0,4,M,4,4.0,Slum,6,EMI,54.0,20.0,2000.0,2,Separated,1,3,Self-employed,25,208176.1,0,Canada,13991,47469
33.0,4,F,11,10.0,Condo,11,EMI,62.0,20.0,2000.0,2,Married,0,3,MNC,38,204459.405,0,Canada,44121,47470
45.0,4,M,11,10.0,Trailer,2,EMI,42.0,20.0,2000.0,5,Married,1,2,Self-employed,38,124925.53199999999,0,Canada,28358,47471
15.0,4,F,0,7.0,Trailer,4,EMI,32.0,20.0,2000.0,4,Separated,0,2,,38,327299.554,0,Canada,38279,47472
53.0,4,F,8,12.0,Condo,3,Paid,32.0,20.0,2000.0,5,Married,0,2,MNC,38,261396.074,0,Canada,11048,47473
26.0,4,F,11,10.0,Trailer,2,Critical,,20.0,2000.0,1,Single,1,2,MNC,38,182791.765,0,Canada,20606,47474
44.0,4,M,12,15.0,Bungalow,9,Critical,47.0,20.0,2000.0,2,,0,2,MNC,38,90685.079,0,Canada,30504,47475
16.0,4,F,1,8.0,,4,EMI,8.0,20.0,2000.0,4,Separated,0,2,MNC,38,179602.503,0,Canada,33573,47476
58.0,4,F,11,10.0,Slum,13,Critical,10.0,4528.0,2000.0,1,Single,1,4,Self-employed,38,72005.195,0,Canada,36726,47478
38.0,4,F,9,14.0,,2,EMI,,20.0,2000.0,1,Single,0,3,Self-employed,38,152045.38199999998,0,Canada,38495,47481
50.0,4,F,11,10.0,Slum,6,EMI,40.0,20.0,2000.0,1,Single,0,2,MNC,38,181096.865,0,Canada,36276,47482
25.0,4,M,11,10.0,,12,Not Applied,42.0,20.0,2000.0,4,Separated,1,4,Self-employed,38,93817.0,0,Canada,33600,47483
42.0,1,M,12,15.0,Bungalow,9,EMI,42.0,20.0,2000.0,2,,0,2,MNC,29,155112.325,0,Canada,18418,47484
33.0,4,F,9,14.0,,0,EMI,42.0,20.0,2000.0,2,Separated,1,4,MNC,38,55085.25700000001,0,Canada,23613,47486
33.0,4,M,15,11.0,Trailer,3,EMI,42.0,20.0,2000.0,5,Married,0,2,Self-employed,38,22250.392999999996,0,Canada,36586,47487
45.0,2,F,11,10.0,Apartment,7,Applied,,20.0,2000.0,1,Single,1,4,,32,264252.48600000003,0,Canada,40151,47488
46.0,4,F,8,12.0,Bungalow,3,Overdue,17.0,20.0,2000.0,1,Single,0,3,MNC,10,357820.6320000001,1,Canada,31541,47491
17.0,4,M,5,5.0,Apartment,9,EMI,37.0,20.0,2000.0,2,Separated,0,4,Self-employed,25,492970.95,0,Canada,17820,47492
39.0,4,M,9,14.0,Bungalow,11,EMI,42.0,20.0,2000.0,2,,0,4,MNC,38,119961.57800000001,0,Canada,23707,47493
15.0,4,M,1,8.0,Trailer,7,EMI,12.0,20.0,2000.0,4,Separated,0,2,MNC,38,74787.968,0,Canada,22957,47494
18.0,4,F,15,11.0,Slum,0,EMI,27.0,20.0,2000.0,4,Separated,0,4,Self-employed,38,112753.854,0,Canada,38364,47498
24.0,4,F,15,11.0,Trailer,5,EMI,42.0,20.0,2000.0,1,Single,0,3,Self-employed,38,212018.438,0,Canada,44500,47499
33.0,4,F,12,15.0,Apartment,9,Applied,42.0,20.0,2000.0,1,Single,1,2,MNC,38,744690.878,0,Canada,49770,47500
19.0,4,M,0,7.0,Bungalow,9,EMI,,20.0,2000.0,2,,0,3,Self-employed,38,208775.565,0,Canada,37506,47502
62.0,4,M,11,10.0,Trailer,0,EMI,24.0,20.0,2000.0,2,Married,0,3,MNC,38,263582.605,0,Canada,20960,47503
30.0,4,F,11,10.0,Condo,2,EMI,42.0,20.0,2000.0,1,Single,1,3,,38,49973.84099999999,0,Canada,42814,47504
45.0,2,F,8,12.0,Trailer,0,EMI,42.0,20.0,2000.0,1,Single,0,3,MNC,38,133469.106,0,Canada,44069,47505
20.0,4,F,11,10.0,Slum,7,EMI,22.0,20.0,2000.0,2,Separated,1,4,Self-employed,38,132375.705,0,Canada,44781,47506
33.0,4,F,9,14.0,Apartment,3,EMI,47.0,20.0,2000.0,2,Separated,0,3,Self-employed,38,188322.235,0,Canada,49371,47507
51.0,4,F,2,9.0,Slum,7,EMI,42.0,20.0,2000.0,1,Single,1,2,MNC,38,220585.003,0,Canada,33087,47508
43.0,4,F,15,11.0,,11,EMI,52.0,20.0,2000.0,1,,1,4,Self-employed,38,250004.608,1,Canada,46278,47511
40.0,1,F,8,12.0,,9,EMI,42.0,20.0,2000.0,1,Single,0,2,Self-employed,39,142823.52,1,Canada,19003,47513
43.0,4,F,8,12.0,Slum,2,EMI,42.0,20.0,2000.0,1,Single,1,2,MNC,38,170670.21,0,Canada,43322,47514
75.0,4,F,4,4.0,Slum,7,EMI,22.0,20.0,2000.0,1,Single,1,4,Self-employed,38,91428.099,0,Canada,28084,47515
30.0,4,M,14,16.0,Bungalow,9,EMI,,20.0,2000.0,2,Separated,1,3,Self-employed,38,65150.88400000001,0,Canada,34015,47516
19.0,2,M,15,11.0,Trailer,7,EMI,12.0,20.0,2000.0,2,Separated,1,4,Self-employed,38,430936.114,0,Canada,38464,47517
30.0,4,F,14,16.0,,9,EMI,27.0,20.0,2000.0,1,Single,0,4,Self-employed,38,71929.385,1,Canada,30517,47518
39.0,4,F,11,10.0,Slum,11,EMI,32.0,20.0,2000.0,1,Single,1,4,MNC,38,172672.22199999998,1,Canada,33553,47519
40.0,2,M,11,10.0,Condo,12,EMI,42.0,20.0,2000.0,2,,1,4,,38,142552.744,0,Canada,45416,47520
21.0,4,M,11,10.0,Slum,9,EMI,5.0,20.0,2000.0,4,Single,0,4,Self-employed,38,132921.941,0,Canada,38494,47521
64.0,4,F,11,10.0,Slum,11,EMI,,20.0,2000.0,1,Single,1,3,Self-employed,38,131720.841,0,Canada,32893,47523
39.0,4,F,11,10.0,,7,EMI,32.0,20.0,2000.0,2,Separated,0,4,Self-employed,38,50728.379,0,Canada,19176,47524
19.0,4,F,15,11.0,Bungalow,7,EMI,42.0,20.0,2000.0,4,Separated,1,3,MNC,38,174670.225,0,Canada,34685,47526
38.0,2,M,11,10.0,Slum,6,EMI,42.0,20.0,2000.0,5,Divorced with Children,0,4,Self-employed,38,135431.00699999998,0,Canada,18198,47527
46.0,4,M,11,10.0,Slum,6,EMI,46.0,20.0,2000.0,5,Married,1,3,,38,187129.09600000002,0,Canada,45816,47528
60.0,4,F,9,14.0,Bungalow,9,Critical,42.0,15044.0,2000.0,1,,0,2,MNC,38,110644.883,1,Canada,25066,47529
43.0,4,F,12,15.0,,3,EMI,,20.0,2000.0,1,Single,0,4,MNC,38,118754.146,1,Canada,36655,47530
40.0,4,F,15,11.0,Trailer,4,Paid,62.0,20.0,2000.0,1,Single,1,2,Self-employed,38,165992.078,0,Canada,20395,47531
18.0,4,M,15,11.0,Bungalow,11,EMI,22.0,2617.0,2000.0,4,Separated,0,2,MNC,38,241164.673,0,Canada,44826,47532
28.0,4,F,11,10.0,Bungalow,2,EMI,42.0,20.0,2000.0,1,Single,1,4,Self-employed,38,559434.87,1,Canada,23591,47533
57.0,4,F,6,6.0,Trailer,5,EMI,42.0,20.0,2000.0,5,Engaged,0,4,MNC,38,134295.189,0,Canada,29321,47534
20.0,2,M,7,13.0,Slum,4,EMI,42.0,20.0,2000.0,2,Separated,0,2,Self-employed,38,317735.075,0,Canada,46151,47535
21.0,4,F,15,11.0,Bungalow,0,Not Applied,62.0,20.0,2000.0,2,Separated,1,3,,38,106681.939,0,Canada,41214,47536
65.0,4,F,9,14.0,Apartment,9,EMI,42.0,20.0,2000.0,1,Single,0,4,MNC,38,194925.40600000002,1,Canada,24646,47539
49.0,4,F,1,8.0,,2,EMI,47.0,20.0,2000.0,1,Single,1,4,MNC,38,229284.932,0,Canada,33199,47540
32.0,0,F,8,12.0,Trailer,11,EMI,47.0,2617.0,2000.0,2,Separated,0,4,MNC,38,257198.734,0,Canada,47322,47543
47.0,4,M,8,12.0,Bungalow,7,EMI,,20.0,2000.0,5,Married,0,4,,38,162691.43099999998,0,Canada,28208,47544
17.0,4,M,11,10.0,Bungalow,0,Paid,22.0,20.0,2000.0,4,,1,4,Self-employed,38,104313.59300000001,0,Canada,40593,47547
36.0,4,F,14,16.0,Apartment,9,Critical,39.0,20.0,2000.0,1,Single,0,4,MNC,38,186590.793,1,Canada,34402,47548
56.0,4,F,15,11.0,Apartment,2,Critical,42.0,20.0,2000.0,1,Single,1,3,Self-employed,38,164564.715,0,Canada,22791,47549
41.0,4,F,11,10.0,Condo,6,EMI,45.0,20.0,2000.0,1,Single,1,4,MNC,38,109181.005,0,Canada,15041,47550
32.0,4,F,11,10.0,Apartment,6,EMI,,4406.0,2000.0,1,Single,0,4,MNC,38,324751.229,1,Canada,44077,47551
27.0,4,M,9,14.0,Slum,12,Applied,42.0,20.0,2000.0,2,Separated,0,4,MNC,38,157203.836,0,Canada,21280,47555
31.0,4,M,7,13.0,Slum,6,EMI,44.0,20.0,2000.0,2,,0,3,Self-employed,38,171296.59,0,Canada,31852,47556
66.0,4,M,15,11.0,Condo,0,EMI,,1011.0,2000.0,2,Engaged,0,4,Self-employed,38,182780.187,0,Canada,28090,47558
31.0,4,M,9,14.0,Apartment,9,Applied,22.0,20.0,2000.0,2,Separated,1,3,MNC,38,187479.93899999998,0,Canada,18838,47559
47.0,4,F,14,16.0,Bungalow,9,Paid,62.0,20.0,2000.0,1,Single,0,4,,38,221056.451,1,Canada,35679,47560
52.0,4,F,9,14.0,Bungalow,11,EMI,69.0,20.0,2000.0,1,Single,0,3,Self-employed,38,84309.148,0,Canada,43103,47562
29.0,4,F,11,10.0,Apartment,6,EMI,42.0,20.0,2000.0,4,Separated,1,3,MNC,38,192717.83399999997,0,Canada,14516,47563
23.0,4,F,9,14.0,Bungalow,9,EMI,42.0,20.0,2000.0,2,Separated,1,4,MNC,38,177081.87399999995,0,Canada,45953,47564
