Role,Invested in Real Estate,Extra Hours,Invested in Stock Market,Favourite Sport,Gender,Languages Known,Sport Knowledge (in XP),Average no. of leaves/month,Trades Done,Married(1/0),Level of Education,Occupation,Pay,ID Proof,Most Productive Hour,Tax Category,Income Category,Employer,Tax Paid,Id
Full-time,Ocean Side,Paid,Tesla,swimming,female,4,7.0,5,37,0,Graduation,6,2313.73,Aadhar,8,309,2.0,Vision-Analytics,14051,36489
Part-time,Ocean Side,Paid,Tesla,badminton,female,1,96.0,5,38,-1,Graduation,4,,PAN,8,31,7.0,,11159,36491
Part-time,Ocean Side,Paid,Tesla,cricket,female,2,77.0,5,54,-1,High School,7,463.73,Aadhar,8,12,11.0,Vision-Analytics,22072,36492
Part-time,Ocean Side,Paid,Tesla,swimming,male,3,79.0,5,33,0,Masters,0,1012.73,PAN,8,10,6.0,Vision-Analytics,36298,36493
Full-time,Ocean Side,Paid,Tesla,basketball,female,3,27.0,4,44,0,High School,7,2586.73,Aadhar,8,785,2.0,Vision-Analytics,16412,36494
Part-time,Ocean Side,Paid,Tesla,cricket,female,3,,5,33,-1,High School,7,1350.73,Aadhar,8,22,2.0,Vision-Analytics,19886,36495
Full-time,,Paid,Tesla,swimming,female,2,69.0,4,53,1,High School,7,1922.73,Aadhar,8,49,2.0,Vision-Analytics,43110,36496
Full-time,Ocean Side,Paid,Tesla,cricket,male,3,17.0,0,28,1,Graduation,6,570.73,Aadhar,8,252,2.0,Vision-Analytics,39726,36497
Full-time,Ocean Side,Paid,Tesla,None,female,3,86.0,4,57,0,Graduation,6,273.73,Aadhar,8,211,2.0,Vision-Analytics,18610,36500
Full-time,Ocean Side,Paid,Tesla,None,male,3,46.0,4,48,0,Graduation,1,273.73,PAN,8,349,13.0,Vision-Analytics,12215,36501
Full-time,Ocean Side,Paid,Tesla,cricket,female,4,88.0,1,57,0,Masters,8,419.73,Aadhar,8,94,8.0,Vision-Analytics,36132,36502
Full-time,,Paid,Tesla,swimming,female,4,,0,52,0,High School,7,273.73,Aadhar,8,74,4.0,Vision-Analytics,20624,36504
Part-time,Ocean Side,Unpaid,Tesla,None,female,2,18.0,0,32,1,Graduation,7,273.73,Aadhar,8,31,14.0,,24170,36505
Part-time,Ocean Side,Paid,Tesla,swimming,female,1,85.0,4,37,-1,Graduation,7,273.73,Aadhar,8,12,2.0,Vision-Analytics,10064,36508
Part-time,Ocean Side,Paid,Tesla,basketball,female,3,18.0,0,51,0,High School,4,343.73,PAN,8,8,2.0,Vision-Analytics,36669,36509
Part-time,Ocean Side,Paid,Tesla,None,male,4,64.0,0,56,0,Graduation,10,775.73,Aadhar,8,194,5.0,Vision-Analytics,37654,36510
Part-time,Ocean Side,Paid,Tesla,soccer,male,2,94.0,2,39,1,Graduation,10,2007.73,Aadhar,8,148,6.0,Vision-Analytics,15863,36511
Full-time,Ocean Side,Paid,Tesla,badminton,male,4,,3,28,0,Graduation,0,273.73,Aadhar,8,753,2.0,Vision-Analytics,10872,36513
Full-time,Country Side,Paid,Jio,None,male,1,84.0,2,48,0,Graduation,10,8921.73,Aadhar,8,728,3.0,Vision-Analytics,22337,36514
Full-time,Ocean Side,Paid,Tesla,,male,2,31.0,0,31,0,High School,10,444.73,Aadhar,8,301,2.0,Vision-Analytics,49183,36515
Part-time,Ocean Side,Paid,Jio,swimming,female,2,13.0,1,34,-1,Graduation,3,537.27,Aadhar,8,362,,Vision-Analytics,46782,36516
Part-time,Ocean Side,Paid,Tesla,None,male,1,62.0,3,52,0,Graduation,4,360.73,Aadhar,8,17,11.0,Vision-Analytics,44256,36517
Part-time,Ocean Side,Paid,Tesla,badminton,female,3,77.0,4,52,0,Graduation,4,273.73,PAN,8,8,2.0,Vision-Analytics,42398,36518
Full-time,,Paid,Tesla,None,female,4,96.0,3,38,1,Graduation,6,1041.73,Aadhar,8,135,2.0,Vision-Analytics,13717,36520
Part-time,Ocean Side,Paid,Tesla,cricket,male,2,49.0,1,24,1,Masters,5,2455.73,Aadhar,8,39,3.0,Vision-Analytics,27961,36523
Part-time,Ocean Side,Paid,Tesla,polo,male,1,71.0,3,25,1,Graduation,7,814.73,Aadhar,8,338,2.0,Vision-Analytics,44299,36525
Part-time,Ocean Side,Unpaid,Tesla,swimming,female,4,31.0,5,39,0,Graduation,7,1122.73,Aadhar,8,97,2.0,,32222,36526
Full-time,Ocean Side,Paid,Tesla,swimming,male,1,89.0,5,41,0,Masters,4,864.73,Aadhar,8,120,4.0,Vision-Analytics,37214,36527
Full-time,,Paid,Tesla,soccer,female,4,87.0,3,35,0,Graduation,7,2637.73,Aadhar,8,37,2.0,Vision-Analytics,23464,36528
Part-time,Ocean Side,Paid,Tesla,None,male,4,,4,39,1,Graduation,0,3.26999999999998,Aadhar,8,428,2.0,Vision-Analytics,15882,36531
Part-time,Ocean Side,Unpaid,Tesla,swimming,female,3,71.0,2,44,-1,Graduation,3,371.73,Aadhar,8,88,2.0,,32508,36533
Full-time,Country Side,Paid,Tesla,cricket,female,1,93.0,2,32,1,Graduation,10,438.73,Aadhar,8,96,3.0,Vision-Analytics,43434,36534
Full-time,Ocean Side,Paid,Tesla,polo,female,3,0.0,3,44,0,Graduation,3,1710.73,Aadhar,8,46,2.0,Vision-Analytics,27486,36535
Full-time,,Paid,Jio,polo,female,2,18.0,3,32,0,High School,8,7552.73,Aadhar,8,879,2.0,Vision-Analytics,35826,36536
Part-time,Country Side,Paid,Tesla,basketball,female,3,67.0,5,33,0,,7,191.27,Aadhar,8,155,3.0,Vision-Analytics,49407,36537
Full-time,Ocean Side,Paid,Tesla,cricket,male,3,,0,35,1,Masters,0,1421.73,Aadhar,8,256,2.0,,10172,36540
Part-time,Ocean Side,Paid,Tesla,basketball,female,2,54.0,4,39,0,High School,7,527.73,Aadhar,8,22,5.0,Vision-Analytics,19873,36541
Part-time,Ocean Side,Paid,Tesla,badminton,female,3,93.0,0,53,1,Graduation,4,372.73,Aadhar,8,297,5.0,Vision-Analytics,22393,36542
Part-time,Ocean Side,Paid,Tesla,swimming,male,3,59.0,1,52,0,Masters,1,339.73,PAN,8,243,2.0,Vision-Analytics,25121,36543
Full-time,,Unpaid,Tesla,soccer,female,3,52.0,5,41,0,High School,7,511.73,Aadhar,8,175,2.0,Vision-Analytics,23388,36544
Full-time,Ocean Side,Paid,Tesla,cricket,female,1,47.0,2,39,0,High School,7,467.73,Aadhar,8,198,2.0,Vision-Analytics,20286,36545
Part-time,Ocean Side,Paid,Tesla,swimming,female,2,29.0,2,58,1,Graduation,3,,Aadhar,8,315,2.0,Vision-Analytics,12822,36546
Full-time,Ocean Side,Paid,Tesla,swimming,male,3,58.0,5,46,1,Graduation,6,834.73,Aadhar,8,211,4.0,,42199,36547
Full-time,Ocean Side,Unpaid,Tesla,None,male,4,70.0,4,30,1,Graduation,6,297.73,Aadhar,8,182,2.0,Vision-Analytics,28031,36548
Part-time,Ocean Side,Unpaid,Tesla,,female,1,,5,41,0,Masters,0,976.73,Aadhar,8,64,2.0,Vision-Analytics,36744,36549
Full-time,Ocean Side,Paid,Tesla,None,male,2,68.0,5,30,0,Graduation,4,442.73,Aadhar,8,82,3.0,Vision-Analytics,24882,36550
Part-time,Ocean Side,Paid,Tesla,,male,2,0.0,2,35,-1,Graduation,0,1928.73,Aadhar,8,175,4.0,Vision-Analytics,28135,36551
Full-time,,Unpaid,Tesla,polo,female,2,31.0,2,37,-1,Graduation,3,496.73,Aadhar,8,112,2.0,Vision-Analytics,25544,36552
Full-time,Ocean Side,Paid,Tesla,None,female,3,86.0,1,35,0,Graduation,4,1382.73,Aadhar,8,59,7.0,Vision-Analytics,12951,36556
Full-time,Ocean Side,Paid,Jio,basketball,female,4,9.0,3,40,-1,Graduation,8,608.73,Aadhar,8,577,2.0,Vision-Analytics,36958,36557
Full-time,Ocean Side,Unpaid,Tesla,cricket,male,3,,5,42,-1,Masters,0,2969.73,Aadhar,8,55,2.0,Vision-Analytics,44591,36558
Full-time,Ocean Side,Paid,Tesla,polo,male,1,35.0,3,35,0,High School,6,273.73,Aadhar,8,628,3.0,,26790,36561
Part-time,Ocean Side,Unpaid,Jio,,male,4,49.0,3,37,0,Graduation,6,298.73,Aadhar,8,655,5.0,Vision-Analytics,15653,36562
Part-time,Ocean Side,Paid,Tesla,,female,2,51.0,5,46,-1,High School,7,163.73,Aadhar,8,939,2.0,Vision-Analytics,11157,36565
Full-time,,Paid,Tesla,None,female,2,61.0,2,44,-1,Graduation,0,275.73,Aadhar,8,112,2.0,,46338,36568
Full-time,Ocean Side,Paid,Tesla,swimming,male,2,11.0,3,36,-1,Graduation,3,1806.73,Aadhar,8,363,6.0,Vision-Analytics,44313,36572
Full-time,Ocean Side,Paid,Tesla,None,male,3,98.0,0,34,1,Graduation,7,441.73,PAN,8,49,2.0,Vision-Analytics,34389,36574
Full-time,Ocean Side,Unpaid,Jio,basketball,male,1,15.0,3,38,0,Graduation,7,2081.73,Aadhar,8,557,2.0,,16781,36575
Part-time,,Paid,Tesla,badminton,female,3,,4,32,0,Graduation,4,712.73,Aadhar,8,344,2.0,Vision-Analytics,28557,36576
Part-time,Ocean Side,Paid,Tesla,cricket,female,1,50.0,1,30,0,Graduation,7,241.73,Aadhar,8,142,2.0,Vision-Analytics,39781,36578
Full-time,Ocean Side,Unpaid,Tesla,soccer,female,4,98.0,2,28,1,Masters,0,385.73,Aadhar,8,448,4.0,Vision-Analytics,23376,36580
Full-time,Ocean Side,Paid,Tesla,basketball,female,2,,1,51,1,Graduation,3,818.73,Aadhar,8,302,3.0,Vision-Analytics,16312,36581
Full-time,Ocean Side,Paid,Tesla,,male,2,95.0,5,40,0,Graduation,7,361.73,Aadhar,8,50,2.0,,10105,36582
Part-time,Ocean Side,Unpaid,Jio,swimming,female,4,95.0,4,37,0,Graduation,7,440.73,Aadhar,8,609,2.0,Vision-Analytics,38379,36583
Full-time,,Paid,Tesla,basketball,female,4,16.0,3,45,0,Graduation,6,489.73,Aadhar,8,101,4.0,Vision-Analytics,20001,36584
Full-time,Ocean Side,Paid,Tesla,None,male,1,,2,52,-1,Masters,10,622.73,Aadhar,8,173,3.0,Vision-Analytics,43345,36585
Full-time,Ocean Side,Paid,Tesla,None,female,3,65.0,5,50,0,Masters,0,,Aadhar,8,504,,Vision-Analytics,37993,36586
Full-time,Country Side,Unpaid,Tesla,cricket,female,1,95.0,4,36,-1,Graduation,7,183.73,Aadhar,8,239,2.0,Vision-Analytics,32352,36587
Full-time,Ocean Side,Paid,Tesla,None,female,4,52.0,2,31,0,Masters,8,285.73,Aadhar,8,134,2.0,Vision-Analytics,11961,36588
Full-time,Ocean Side,Paid,Tesla,swimming,male,3,92.0,0,41,-1,Graduation,3,1349.73,Aadhar,8,220,3.0,,21269,36589
Full-time,Ocean Side,Unpaid,Tesla,polo,male,2,98.0,1,43,0,High School,7,764.73,Aadhar,8,60,3.0,Vision-Analytics,15931,36590
Full-time,,Paid,Tesla,polo,female,2,84.0,5,31,0,Graduation,8,1307.73,Aadhar,8,20,8.0,Vision-Analytics,46208,36592
Full-time,Ocean Side,Paid,Tesla,badminton,female,2,5.0,4,38,0,High School,4,483.73,Aadhar,8,19,2.0,Vision-Analytics,39865,36593
Full-time,Ocean Side,Unpaid,Jio,swimming,male,1,9.0,1,29,0,Graduation,3,275.73,Aadhar,8,700,2.0,Vision-Analytics,34381,36595
Full-time,Ocean Side,Unpaid,Tesla,None,male,3,17.0,2,30,0,Graduation,4,136.27,Aadhar,8,176,2.0,Vision-Analytics,32045,36597
Full-time,Ocean Side,Paid,Tesla,,female,4,90.0,2,38,0,Masters,8,2002.73,Aadhar,8,82,2.0,Vision-Analytics,14976,36598
Part-time,Ocean Side,Unpaid,Jio,,male,3,68.0,2,35,0,High School,7,167.73,Aadhar,8,687,2.0,Vision-Analytics,20197,36599
Full-time,,Paid,Tesla,,female,3,81.0,0,51,0,Graduation,7,165.73,Aadhar,8,8,5.0,Vision-Analytics,36803,36600
Full-time,Ocean Side,Paid,Jio,soccer,male,2,65.0,2,56,0,Graduation,8,,Aadhar,8,1269,2.0,Vision-Analytics,42607,36601
Part-time,Ocean Side,Paid,Tesla,,female,2,59.0,5,39,0,Graduation,7,871.73,Aadhar,8,66,13.0,Vision-Analytics,44476,36602
Full-time,Ocean Side,Paid,Tesla,cricket,female,3,30.0,5,48,0,High School,2,562.73,Aadhar,8,297,2.0,Vision-Analytics,25855,36604
Part-time,Ocean Side,Paid,Tesla,None,female,4,8.0,5,37,0,High School,7,671.73,Aadhar,8,253,2.0,Vision-Analytics,31327,36605
Full-time,Ocean Side,Paid,Tesla,basketball,female,1,76.0,4,48,0,Graduation,7,446.73,Aadhar,8,4,17.0,Vision-Analytics,31707,36606
Full-time,Ocean Side,Paid,Tesla,swimming,male,1,19.0,3,34,1,Masters,0,960.73,Aadhar,8,40,4.0,Vision-Analytics,20892,36607
Full-time,,Paid,Tesla,basketball,female,4,58.0,1,42,1,Graduation,7,298.73,Aadhar,8,241,2.0,Vision-Analytics,11173,36608
Part-time,Ocean Side,Paid,Jio,None,female,4,57.0,3,46,-1,Graduation,6,87.27,Aadhar,8,1059,5.0,Vision-Analytics,10106,36609
Full-time,Ocean Side,Unpaid,Tesla,soccer,male,2,60.0,5,37,0,Graduation,7,1676.73,Aadhar,8,426,2.0,,49177,36610
Full-time,Ocean Side,Unpaid,Tesla,swimming,male,4,0.0,5,41,0,Graduation,3,596.73,Aadhar,8,40,4.0,Vision-Analytics,23996,36614
Full-time,Ocean Side,Paid,Tesla,,male,4,33.0,5,46,1,High School,6,1772.73,Aadhar,8,14,2.0,Vision-Analytics,16360,36615
Full-time,Ocean Side,Unpaid,Jio,polo,male,4,17.0,4,33,0,High School,7,432.73,Aadhar,8,823,2.0,,40799,36617
Full-time,Ocean Side,Paid,Tesla,badminton,female,2,0.0,2,32,0,Graduation,6,3098.73,Aadhar,8,195,2.0,Vision-Analytics,34316,36619
Part-time,Ocean Side,Paid,Tesla,,male,1,23.0,3,31,1,Graduation,7,2067.73,Aadhar,8,357,3.0,Vision-Analytics,36901,36620
Part-time,Ocean Side,Paid,Tesla,,male,3,,4,31,1,Graduation,7,311.73,PAN,8,136,3.0,Vision-Analytics,36964,36621
Full-time,Ocean Side,Paid,Tesla,basketball,female,3,59.0,0,28,0,Graduation,7,363.73,Aadhar,8,229,,Vision-Analytics,30028,36622
Full-time,Ocean Side,Paid,Tesla,badminton,female,2,0.0,0,38,-1,Graduation,9,1467.73,Aadhar,8,514,4.0,Vision-Analytics,33333,36623
Full-time,,Paid,Tesla,swimming,male,3,11.0,1,27,0,Masters,0,293.73,Aadhar,8,415,2.0,,28640,36624
Full-time,Ocean Side,Paid,Tesla,cricket,female,3,39.0,2,35,0,Graduation,7,376.73,Aadhar,8,150,2.0,Vision-Analytics,47268,36625
Full-time,Ocean Side,Paid,Tesla,polo,male,4,88.0,4,39,1,Graduation,4,442.73,Aadhar,8,113,2.0,Vision-Analytics,22524,36626
Full-time,Ocean Side,Paid,Tesla,cricket,female,3,52.0,0,36,0,Graduation,6,1889.73,PAN,8,165,5.0,Vision-Analytics,33588,36628
Part-time,Ocean Side,Paid,Tesla,badminton,female,3,37.0,3,22,0,Graduation,7,1743.73,Aadhar,8,209,2.0,Vision-Analytics,17424,36629
Part-time,Ocean Side,Paid,Tesla,None,male,4,80.0,0,38,0,High School,7,379.73,Aadhar,8,20,3.0,,13882,36631
Full-time,Ocean Side,Paid,Tesla,soccer,female,2,84.0,4,28,0,Graduation,3,538.73,Aadhar,8,339,,Vision-Analytics,12942,36634
Full-time,Ocean Side,Paid,Tesla,swimming,male,4,78.0,0,46,0,High School,7,829.73,PAN,8,19,2.0,Vision-Analytics,31185,36636
Part-time,Ocean Side,Unpaid,Tesla,basketball,male,2,77.0,3,44,0,Graduation,3,311.73,Aadhar,8,452,2.0,Vision-Analytics,13107,36637
Full-time,Ocean Side,Paid,Tesla,soccer,female,4,43.0,1,33,1,Graduation,4,722.73,Aadhar,8,242,2.0,,36771,36638
Part-time,Ocean Side,Paid,Tesla,basketball,male,4,,1,41,0,High School,7,,Aadhar,8,55,7.0,Vision-Analytics,25249,36639
Part-time,,Paid,Tesla,badminton,female,1,8.0,2,52,-1,Graduation,6,1285.73,Aadhar,8,30,4.0,Vision-Analytics,18933,36640
Full-time,Ocean Side,Unpaid,Tesla,cricket,female,1,18.0,4,46,0,Graduation,0,166.27,Aadhar,8,396,2.0,Vision-Analytics,12130,36642
Part-time,Ocean Side,Paid,Tesla,basketball,female,3,61.0,2,28,1,Masters,0,,Aadhar,8,171,2.0,,13560,36645
Part-time,Country Side,Paid,Tesla,None,female,3,94.0,2,41,1,Graduation,7,297.73,Aadhar,8,65,3.0,Vision-Analytics,27773,36646
Part-time,Ocean Side,Paid,Tesla,cricket,male,2,1.0,5,37,0,High School,7,749.73,Aadhar,8,209,6.0,Vision-Analytics,18481,36647
Part-time,,Paid,Tesla,cricket,male,1,,5,35,-1,Graduation,3,,Aadhar,8,636,12.0,Vision-Analytics,42352,36648
Full-time,Ocean Side,Unpaid,Tesla,swimming,female,4,44.0,2,41,0,High School,7,130.27,Aadhar,8,202,3.0,Vision-Analytics,47686,36650
Part-time,Ocean Side,Unpaid,Jio,basketball,male,3,94.0,2,56,1,Graduation,7,392.73,Aadhar,8,982,2.0,Vision-Analytics,28660,36654
Full-time,Ocean Side,Paid,Tesla,soccer,male,1,11.0,1,46,-1,Graduation,4,367.73,Aadhar,8,84,2.0,Vision-Analytics,10290,36655
Full-time,Ocean Side,Paid,Tesla,swimming,female,4,,3,51,0,Graduation,0,491.73,Aadhar,8,24,14.0,Vision-Analytics,44661,36657
Part-time,Country Side,Paid,Tesla,soccer,male,2,39.0,2,41,0,High School,7,329.73,Aadhar,8,362,2.0,Vision-Analytics,39462,36660
Full-time,Ocean Side,Paid,Tesla,soccer,male,2,17.0,3,28,0,Graduation,1,8836.73,Aadhar,8,106,6.0,Vision-Analytics,26332,36662
Part-time,Ocean Side,Unpaid,Tesla,badminton,female,3,41.0,2,30,0,Graduation,4,795.73,Aadhar,8,269,6.0,Vision-Analytics,15256,36665
Full-time,Ocean Side,Paid,Tesla,swimming,male,1,95.0,1,40,0,Graduation,7,276.73,Aadhar,8,115,2.0,Vision-Analytics,37801,36667
Full-time,Ocean Side,Paid,Tesla,soccer,male,1,8.0,3,42,0,High School,7,376.73,Aadhar,8,76,4.0,Vision-Analytics,36849,36668
Part-time,Ocean Side,Paid,Tesla,polo,female,1,3.0,5,30,0,High School,9,324.73,Aadhar,8,321,2.0,Vision-Analytics,36300,36669
Part-time,Ocean Side,Paid,Jio,polo,male,3,86.0,0,28,1,Graduation,6,115.73,Aadhar,8,423,4.0,Vision-Analytics,27923,36670
Full-time,,Paid,Tesla,swimming,male,1,84.0,3,35,1,Masters,9,439.73,Aadhar,8,129,2.0,Vision-Analytics,41896,36672
Part-time,Country Side,Paid,Tesla,cricket,male,1,23.0,4,31,0,High School,7,769.73,Aadhar,8,148,2.0,,37205,36673
Part-time,Ocean Side,Unpaid,Tesla,swimming,female,3,41.0,2,44,0,Graduation,7,339.73,Aadhar,8,208,5.0,Vision-Analytics,24100,36674
Full-time,Ocean Side,Unpaid,Tesla,None,female,2,,4,45,0,Graduation,7,63.27,Aadhar,8,363,,Vision-Analytics,23793,36675
Part-time,Ocean Side,Paid,Tesla,swimming,female,3,16.0,0,47,0,Graduation,4,698.73,Aadhar,8,813,6.0,Vision-Analytics,26429,36676
Full-time,Ocean Side,Paid,Jio,soccer,male,3,67.0,5,32,1,Graduation,3,424.73,Aadhar,8,587,3.0,Vision-Analytics,44167,36678
Part-time,Ocean Side,Paid,Tesla,cricket,female,3,87.0,3,32,-1,Graduation,3,,Aadhar,8,128,3.0,Vision-Analytics,31637,36679
Part-time,Ocean Side,Paid,Tesla,soccer,male,2,24.0,4,23,1,Masters,4,1187.73,Aadhar,8,182,2.0,Vision-Analytics,34494,36682
Full-time,Ocean Side,Paid,Tesla,,female,3,,5,53,0,Masters,0,5982.73,Aadhar,8,439,2.0,Vision-Analytics,27795,36684
Part-time,Ocean Side,Unpaid,Tesla,soccer,female,3,15.0,1,43,0,High School,7,273.73,Aadhar,8,33,7.0,Vision-Analytics,17678,36685
Part-time,Ocean Side,Unpaid,Tesla,None,male,2,0.0,4,28,0,Graduation,7,276.73,Aadhar,8,323,2.0,,24043,36687
Full-time,,Paid,Tesla,badminton,female,4,6.0,4,44,0,Masters,0,398.73,PAN,8,78,2.0,Vision-Analytics,39316,36688
Part-time,Country Side,Paid,Tesla,badminton,male,2,29.0,0,31,0,Masters,0,,Aadhar,8,524,2.0,Vision-Analytics,22244,36691
Part-time,Ocean Side,Paid,Jio,basketball,female,3,99.0,2,49,0,Graduation,7,791.73,Aadhar,8,915,2.0,Vision-Analytics,15128,36692
Part-time,Country Side,Paid,Tesla,swimming,male,2,,1,53,0,Graduation,3,1132.73,PAN,8,145,3.0,Vision-Analytics,29027,36693
Full-time,,Unpaid,Tesla,,male,4,38.0,0,50,-1,Graduation,3,,Aadhar,8,62,4.0,Vision-Analytics,42634,36696
Part-time,Ocean Side,Paid,Tesla,polo,female,4,57.0,5,28,0,Graduation,7,255.27,Aadhar,8,413,2.0,Vision-Analytics,38900,36697
Part-time,Ocean Side,Paid,Tesla,badminton,male,3,18.0,5,46,-1,Graduation,3,435.73,Aadhar,8,80,6.0,Vision-Analytics,10782,36698
Full-time,Ocean Side,Paid,Tesla,cricket,female,2,72.0,2,20,1,Graduation,5,519.73,PAN,8,22,2.0,Vision-Analytics,49349,36699
Full-time,Ocean Side,Paid,Tesla,,female,4,85.0,1,49,0,High School,7,753.73,Aadhar,8,186,7.0,Vision-Analytics,15322,36700
Part-time,Ocean Side,Unpaid,Tesla,polo,male,3,13.0,5,26,1,Graduation,3,515.73,Aadhar,8,253,3.0,,30082,36701
Full-time,Ocean Side,Unpaid,Tesla,badminton,female,4,,1,37,0,Masters,0,539.73,Aadhar,8,248,2.0,Vision-Analytics,15223,36702
Part-time,,Paid,Tesla,cricket,female,1,19.0,0,30,0,Graduation,7,758.73,PAN,8,1097,2.0,Vision-Analytics,22318,36704
Part-time,Ocean Side,Paid,Tesla,None,female,4,15.0,2,29,1,Graduation,6,201.27,PAN,8,229,2.0,Vision-Analytics,10484,36706
Part-time,Ocean Side,Paid,Tesla,cricket,female,4,45.0,1,30,0,Graduation,4,364.73,Aadhar,8,206,2.0,Vision-Analytics,45063,36707
Part-time,Ocean Side,Paid,Tesla,,female,4,46.0,3,25,1,Masters,0,771.73,Aadhar,8,188,5.0,,22638,36708
Full-time,Ocean Side,Paid,Tesla,badminton,male,3,79.0,0,29,1,Graduation,7,5251.73,Aadhar,8,310,2.0,Vision-Analytics,32542,36710
Full-time,Ocean Side,Paid,Tesla,badminton,male,1,40.0,1,39,1,Graduation,7,1837.73,Aadhar,8,490,3.0,Vision-Analytics,48820,36713
Part-time,Ocean Side,Paid,Jio,polo,male,2,22.0,4,37,1,Masters,0,5346.73,Aadhar,8,1179,6.0,Vision-Analytics,44549,36714
Full-time,Ocean Side,Paid,Tesla,None,female,3,91.0,5,38,-1,Graduation,7,29.73,Aadhar,8,181,2.0,,17134,36715
Part-time,Ocean Side,Paid,Tesla,cricket,male,2,26.0,5,40,0,Masters,4,519.73,PAN,8,357,2.0,Vision-Analytics,10890,36716
Part-time,Ocean Side,Paid,Tesla,basketball,male,4,50.0,5,46,0,Graduation,3,588.73,Aadhar,8,162,2.0,Vision-Analytics,31087,36717
Full-time,Ocean Side,Paid,Tesla,swimming,male,1,43.0,4,36,1,Graduation,7,273.73,Aadhar,8,81,2.0,Vision-Analytics,20879,36719
Part-time,Ocean Side,Unpaid,Tesla,None,male,1,27.0,5,42,0,Graduation,6,5059.73,Aadhar,8,264,2.0,Vision-Analytics,27266,36721
Part-time,Ocean Side,Paid,Tesla,soccer,male,4,72.0,1,31,1,Masters,4,,Aadhar,8,180,2.0,,24580,36722
Part-time,Ocean Side,Paid,Tesla,basketball,female,1,47.0,0,56,0,Graduation,10,,Aadhar,8,390,2.0,Vision-Analytics,42513,36725
Full-time,Ocean Side,Paid,Jio,cricket,female,3,31.0,0,37,0,Graduation,3,880.73,Aadhar,8,451,5.0,Vision-Analytics,36638,36726
Full-time,Ocean Side,Paid,Tesla,swimming,female,3,,2,30,-1,Graduation,3,1561.73,Aadhar,8,283,2.0,Vision-Analytics,15075,36727
Part-time,Ocean Side,Paid,Tesla,polo,female,3,,1,43,0,Graduation,7,539.73,Aadhar,8,274,2.0,,43185,36729
Part-time,Ocean Side,Paid,Jio,,female,2,77.0,3,34,-1,High School,7,34.27,Aadhar,8,722,2.0,Vision-Analytics,42306,36731
Full-time,Ocean Side,Unpaid,Tesla,polo,male,4,,2,31,0,Graduation,0,,Aadhar,8,172,7.0,Vision-Analytics,27385,36732
Full-time,Ocean Side,Unpaid,Tesla,cricket,female,2,97.0,0,33,0,Graduation,4,724.73,Aadhar,8,244,2.0,Vision-Analytics,16603,36734
Part-time,,Paid,Tesla,basketball,female,2,4.0,5,37,1,Masters,0,,Aadhar,8,56,3.0,,36147,36736
Full-time,Ocean Side,Paid,Tesla,swimming,female,3,,1,35,0,Graduation,7,3693.73,Aadhar,8,74,4.0,Vision-Analytics,25408,36738
Part-time,Ocean Side,Paid,Tesla,basketball,male,2,14.0,2,42,1,Graduation,6,765.73,Aadhar,8,53,4.0,Vision-Analytics,12820,36739
Part-time,Ocean Side,Paid,Tesla,swimming,female,3,14.0,2,30,1,Graduation,7,508.73,Aadhar,8,479,2.0,Vision-Analytics,10674,36740
Full-time,Ocean Side,Unpaid,Tesla,basketball,male,4,48.0,2,36,0,Graduation,7,93.27,Aadhar,8,351,2.0,Vision-Analytics,42994,36741
Part-time,Country Side,Paid,Tesla,badminton,male,2,36.0,5,34,1,High School,8,278.73,Aadhar,8,393,5.0,Vision-Analytics,32653,36742
Part-time,Ocean Side,Paid,Tesla,basketball,male,4,85.0,4,35,0,Graduation,7,279.73,Aadhar,8,133,2.0,,43955,36743
Full-time,,Paid,Tesla,cricket,female,2,37.0,3,30,0,Graduation,9,273.73,Aadhar,8,546,4.0,Vision-Analytics,49174,36744
Full-time,Country Side,Paid,Tesla,badminton,female,2,20.0,1,37,1,Graduation,7,448.73,Aadhar,8,14,4.0,Vision-Analytics,12599,36745
Part-time,Ocean Side,Paid,Tesla,,male,4,30.0,1,28,0,Graduation,7,273.73,Aadhar,8,436,2.0,Vision-Analytics,33705,36746
Full-time,Ocean Side,Paid,Tesla,,female,4,,2,35,0,Graduation,6,315.73,Aadhar,8,104,6.0,Vision-Analytics,25396,36747
Part-time,Ocean Side,Paid,Tesla,None,male,3,60.0,4,26,0,Graduation,3,242.73,Aadhar,8,366,2.0,Vision-Analytics,17949,36748
Part-time,Ocean Side,Paid,Tesla,None,male,3,96.0,2,28,-1,Graduation,4,1062.73,Aadhar,8,353,2.0,Vision-Analytics,17291,36749
Full-time,Ocean Side,Paid,Tesla,cricket,male,4,90.0,1,37,1,Masters,0,273.73,Aadhar,8,558,5.0,,40201,36750
Full-time,Country Side,Unpaid,Tesla,basketball,female,4,36.0,2,40,0,Masters,0,273.73,PAN,8,136,6.0,Vision-Analytics,27744,36753
Full-time,Ocean Side,Paid,Tesla,basketball,female,2,83.0,1,57,0,Graduation,3,365.73,Aadhar,8,136,3.0,Vision-Analytics,43337,36754
Part-time,Ocean Side,Paid,Tesla,basketball,male,3,82.0,5,39,1,Graduation,0,5821.73,Aadhar,8,125,2.0,Vision-Analytics,26400,36755
Part-time,Ocean Side,Unpaid,Tesla,soccer,male,3,7.0,2,39,0,Graduation,7,722.73,Aadhar,8,310,2.0,,15665,36757
